Mimoun Raddahi|God is like Santa Claus; A great, amazing and lovely person but sadly untrue. 
Bumper sticker|Darwin Loves You 
John Adams|"The government of the United States is not, in any sense, founded on the Christian religion." 
Sigmund Freud|The religions of mankind must be classed among the mass-delusions of this kind. No one, needless to say, who shares a delusion ever recognizes it as such.  Civilization and Its Discontents 
paul hampson|The whole of humanity consists of one long war; we just prefer to divide them all into chunks so we can look upon the history of humankind with a bit of sadness as opposed to total disgust. What god would create such a species of murderous hypocrites 
Stewart Farquhar|I find that men in costumes are a little old to have imaginary friends, unless of course they are clowns 
St. Augustine|Often a non-Christian knows something about the earth, the heavens, and the other parts of the world, about the motions and orbits of the stars and even their sizes and distances, ...and this knowledge he holds with certainty from reason and experience.  It is thus offensive and disgraceful for an unbeliever to hear a Christian talk nonsense about such things, claiming that what he is saying is based in Scripture. We should do all that we can to avoid such an embarrassing situation, which people see as ignorance in the Christian and laugh to scorn.
C.A.M.|So Jesus is the Good Shepherd.  Well, you know what the shepherd does with his flock?  Shears them and then turns them into mutton. 
David Brenneman|You are about as likely to go to heaven, as I am to go to hell. 
Thomas Jefferson, (letter to Rev. James Madison, J|It is always better to have no ideas than false ones; to believe nothing, than to believe what is wrong. 
Stephen Colbert (Colbert Report)|"Remember, Jesus would rather constantly shame gays than let orphans have a family." 
John Kelly  Ireland|As a child you may be told that when holding a sea shell to your ear that you can hear the sea. Those that grow up realise that it is not the sea they are hearing. 
Doon|Man invented God to deal with the concept of infinity. 
Emile de Bergerac|Why isn't god as sociable as he used to be in the bible.  I mean back then he used to show up for every genocide and baby massacre.  Nowadays you hardly ever see him anymore...well, except for those times where he's appears to attention-starved old catholic ladies in the form of a god-shaped lasagne or jesus' face in a tortilla.  Apart from that he never visits anymore.
sir David Stevens|A lie is a lie even if everyone believes it. The truth is the truth even if nobody believes it 
Finley Peter Dunne|"A fanatic is a man who does what he thinks the Lord would do if He knew the facts of the case." 
Yiddish proverb|If triangles had a God, he'd have three sides. 
Guizmo|If god existed he would agree with the atheists. (si dieu existait il serai de l'avis des ahtées). 
Paul Keller|Faith is a euphemism for prejudice and religion is a euphemism for superstition. 
Bob Allen|A clamor for 'family values' requires deliberate blindness to the abuses that occur within families. 
Hank Guerin|So let me get this straight, the unending, all-powerful force of creation that hand-made the universe funneled himself into the body of a human fetus and then teleported the fetus into the uterus of a married virgin.  He then spent 30 years on earth walking around doing basically nothing and then one day rearranged reality to set in motion events that would lead to his own death...effectively committing suicide.  He does this because his death will, for some or other reason, clear humanity's sin tally (which he, himself is keeping up in heaven). And then after his plans to get himself killed fall into place, he looks around and asks himself why he has abandoned himself?  Is that the basic gist of it?
unknown|If athesim is a religion, then not playing cards is a hobby. 
unknown|A man can live without air for minutes, water for days, food for weeks and answers forever. 
Frater Ravus|If you have to lie to prove what you believe, then what you believe is a lie. 
Terry|The power of prayer and faith can heal and bring happiness. The real tragedy is that the people that are helped by this don't realize that this power is really coming from within. 
John Kelly|How can a person who is civil and just but ask's for nothing in return be less righteous than those behave justly, but only under threat, and  for the aim of a personal reward? 
